symbol,Date,Open,High,Low,Close
HDFCBANK,2014-10-27,224.76,226.82,223.54,224.31
HDFCBANK,2014-10-28,224.75,225.05,223.5,223.82
HDFCBANK,2014-10-29,225.05,225.62,222.5,222.89
HDFCBANK,2014-10-30,222.48,224.99,221.77,224.16
HDFCBANK,2014-10-31,225.02,228.65,224.34,227.96
HDFCBANK,2014-11-03,228.8,229.82,226.35,227.68
HDFCBANK,2014-11-05,228.76,230.07,227.56,228.2
HDFCBANK,2014-11-07,226.25,226.65,223.41,224.86
HDFCBANK,2014-11-10,224.88,227.09,223.25,226.16
HDFCBANK,2014-11-11,226.48,229.32,225.6,226.98
HDFCBANK,2014-11-12,227.75,229.98,226.04,227.94
HDFCBANK,2014-11-13,228.88,230.0,225.98,228.99
HDFCBANK,2014-11-14,229.55,233.25,227.94,232.52
HDFCBANK,2014-11-17,232.5,233.5,227.0,229.74
HDFCBANK,2014-11-18,230.25,233.75,228.0,233.05
HDFCBANK,2014-11-19,233.76,234.43,230.54,231.64
HDFCBANK,2014-11-20,231.99,231.99,228.02,229.55
HDFCBANK,2014-11-21,230.3,233.75,228.51,233.21
HDFCBANK,2014-11-24,233.09,237.5,232.02,236.3
HDFCBANK,2014-11-25,235.75,239.7,234.75,238.39
HDFCBANK,2014-11-26,234.95,239.98,233.32,237.82
HDFCBANK,2014-11-27,237.65,238.45,235.75,237.04
HDFCBANK,2014-11-28,237.0,241.48,236.75,239.29
HDFCBANK,2014-12-01,239.57,240.61,237.05,237.5
HDFCBANK,2014-12-02,235.44,237.4,234.8,235.82
HDFCBANK,2014-12-03,235.5,236.01,233.0,233.27
HDFCBANK,2014-12-04,235.0,236.06,233.0,235.35
HDFCBANK,2014-12-05,235.25,236.1,233.93,235.69
HDFCBANK,2014-12-08,236.25,236.25,231.25,231.79
HDFCBANK,2014-12-09,231.26,233.75,231.26,231.69
HDFCBANK,2014-12-10,231.52,233.75,231.32,232.85
HDFCBANK,2014-12-11,232.48,233.94,231.25,233.4
HDFCBANK,2014-12-12,233.25,234.05,232.25,232.88
HDFCBANK,2014-12-15,232.5,236.07,232.0,235.38
HDFCBANK,2014-12-16,234.39,235.5,229.25,231.44
HDFCBANK,2014-12-17,231.5,233.12,229.0,230.46
HDFCBANK,2014-12-18,233.15,234.12,230.51,233.51
HDFCBANK,2014-12-19,236.26,237.25,233.12,235.36
HDFCBANK,2014-12-22,238.5,241.52,235.62,240.93
HDFCBANK,2014-12-23,239.93,243.49,238.84,239.94
HDFCBANK,2014-12-24,239.48,241.2,235.27,236.31
HDFCBANK,2014-12-26,237.6,238.24,235.64,237.16
HDFCBANK,2014-12-29,237.52,239.0,237.07,237.93
HDFCBANK,2014-12-30,237.5,239.9,235.69,239.11
HDFCBANK,2014-12-31,239.0,239.32,237.44,237.9
HDFCBANK,2015-01-01,237.75,238.6,236.26,238.01
HDFCBANK,2015-01-02,237.6,242.32,237.6,241.32
HDFCBANK,2015-01-05,242.5,242.64,238.77,239.29
HDFCBANK,2015-01-06,238.5,239.14,234.39,235.56
HDFCBANK,2015-01-07,234.93,237.84,234.06,236.25
HDFCBANK,2015-01-08,238.56,242.24,237.05,241.21
HDFCBANK,2015-01-09,243.23,245.0,241.65,243.91
HDFCBANK,2015-01-12,242.35,243.6,241.12,241.76
HDFCBANK,2015-01-13,242.24,242.99,238.93,240.84
HDFCBANK,2015-01-14,240.01,243.66,239.93,240.98
HDFCBANK,2015-01-15,247.5,249.55,242.69,248.29
HDFCBANK,2015-01-16,250.55,253.73,249.64,250.34
HDFCBANK,2015-01-19,253.31,255.0,250.74,251.14
HDFCBANK,2015-01-20,252.5,256.75,250.5,255.24
HDFCBANK,2015-01-21,256.85,258.24,254.59,254.99
HDFCBANK,2015-01-22,256.25,258.12,254.64,255.31
HDFCBANK,2015-01-23,257.5,262.0,256.1,260.7
HDFCBANK,2015-01-27,260.75,269.44,260.23,268.51
HDFCBANK,2015-01-28,267.5,273.3,263.75,264.59
HDFCBANK,2015-01-29,268.75,275.15,265.25,273.75
HDFCBANK,2015-01-30,273.64,273.64,266.06,269.34
HDFCBANK,2015-02-02,267.12,273.25,263.09,270.4
HDFCBANK,2015-02-03,269.62,270.55,263.83,266.02
HDFCBANK,2015-02-04,265.75,270.2,264.31,266.92
HDFCBANK,2015-02-05,268.75,273.2,267.59,269.12
HDFCBANK,2015-02-06,269.25,269.74,262.51,263.38
HDFCBANK,2015-02-09,261.75,262.94,258.62,260.02
HDFCBANK,2015-02-10,257.5,265.58,257.5,263.61
HDFCBANK,2015-02-11,264.5,266.2,263.25,264.6
HDFCBANK,2015-02-12,266.27,270.48,263.17,269.0
HDFCBANK,2015-02-13,270.3,270.5,265.9,266.45
HDFCBANK,2015-02-16,268.95,271.25,265.62,266.89
HDFCBANK,2015-02-18,266.89,270.74,264.26,268.7
HDFCBANK,2015-02-19,268.5,271.23,265.95,269.95
HDFCBANK,2015-02-20,270.75,272.48,267.12,268.26
HDFCBANK,2015-02-23,269.27,270.39,265.5,266.88
HDFCBANK,2015-02-24,267.58,267.75,264.27,266.91
HDFCBANK,2015-02-25,267.5,268.7,262.5,263.11
HDFCBANK,2015-02-26,263.41,264.0,258.77,259.54
HDFCBANK,2015-02-27,261.36,264.64,261.36,263.5
HDFCBANK,2015-03-02,270.09,274.75,267.0,270.64
HDFCBANK,2015-03-03,271.61,273.0,269.26,270.84
HDFCBANK,2015-03-04,276.25,277.33,265.0,266.33
HDFCBANK,2015-03-05,266.25,272.5,265.62,271.27
HDFCBANK,2015-03-09,269.26,270.45,264.0,264.75
HDFCBANK,2015-03-10,265.5,265.56,261.25,263.14
HDFCBANK,2015-03-11,262.73,265.48,262.5,264.11
HDFCBANK,2015-03-12,265.02,265.98,262.77,263.65
HDFCBANK,2015-03-13,265.0,266.0,258.65,260.66
HDFCBANK,2015-03-16,261.25,264.48,260.62,262.89
HDFCBANK,2015-03-17,265.0,266.48,260.71,264.51
HDFCBANK,2015-03-18,265.04,267.98,263.3,265.89
HDFCBANK,2015-03-19,267.75,268.45,262.17,263.05
HDFCBANK,2015-03-20,262.75,264.88,261.49,263.98
HDFCBANK,2015-03-23,263.99,264.85,261.5,261.94
HDFCBANK,2015-03-24,260.83,264.25,258.86,259.49
HDFCBANK,2015-03-25,260.01,261.67,257.77,258.56
HDFCBANK,2015-03-26,256.73,258.05,250.52,251.74
HDFCBANK,2015-03-27,253.74,255.89,252.02,253.66
HDFCBANK,2015-03-30,255.0,259.75,253.2,259.23
HDFCBANK,2015-03-31,259.98,259.98,253.71,255.68
HDFCBANK,2015-04-01,256.52,259.21,253.25,258.31
HDFCBANK,2015-04-06,258.75,259.21,254.95,257.99
HDFCBANK,2015-04-07,258.31,259.55,255.91,258.19
HDFCBANK,2015-04-08,260.01,260.61,257.51,258.89
HDFCBANK,2015-04-09,259.56,264.75,257.5,264.02
HDFCBANK,2015-04-10,263.25,263.25,258.71,260.66
HDFCBANK,2015-04-13,260.0,261.58,258.7,259.7
HDFCBANK,2015-04-15,260.0,262.17,256.3,257.91
HDFCBANK,2015-04-16,257.0,258.39,254.5,257.41
HDFCBANK,2015-04-17,256.27,256.96,254.01,254.56
HDFCBANK,2015-04-20,255.0,256.25,250.65,251.27
HDFCBANK,2015-04-21,251.25,253.6,248.9,250.75
HDFCBANK,2015-04-22,251.62,255.25,248.38,253.27
HDFCBANK,2015-04-23,255.01,256.05,251.52,253.38
HDFCBANK,2015-04-24,254.73,254.75,250.09,251.61
HDFCBANK,2015-04-27,251.74,253.12,249.0,251.36
HDFCBANK,2015-04-28,249.89,252.86,247.52,251.14
HDFCBANK,2015-04-29,251.0,252.38,247.0,248.29
HDFCBANK,2015-04-30,247.75,248.75,244.76,247.2
HDFCBANK,2015-05-04,248.51,252.38,248.0,250.24
HDFCBANK,2015-05-05,249.76,250.98,246.46,246.91
HDFCBANK,2015-05-06,246.88,246.88,241.38,242.65
HDFCBANK,2015-05-07,242.0,242.5,236.05,237.82
HDFCBANK,2015-05-08,240.38,246.95,238.85,245.5
HDFCBANK,2015-05-11,246.51,248.19,243.51,247.57
HDFCBANK,2015-05-12,247.5,247.5,241.75,242.99
HDFCBANK,2015-05-13,243.96,248.35,242.9,247.56
HDFCBANK,2015-05-14,247.25,248.71,243.5,247.76
HDFCBANK,2015-05-15,248.73,249.39,246.05,247.52
HDFCBANK,2015-05-18,249.0,253.0,248.0,252.46
HDFCBANK,2015-05-19,251.59,254.5,249.52,251.89
HDFCBANK,2015-05-20,252.41,256.7,252.39,256.01
HDFCBANK,2015-05-21,256.0,257.5,253.77,256.17
HDFCBANK,2015-05-22,256.17,257.25,254.59,256.08
HDFCBANK,2015-05-25,257.1,257.75,254.4,255.89
HDFCBANK,2015-05-26,256.11,257.55,254.51,256.85
HDFCBANK,2015-05-27,255.95,260.0,255.35,259.54
HDFCBANK,2015-05-28,259.76,260.92,255.55,257.35
HDFCBANK,2015-05-29,257.49,263.5,256.79,262.64
HDFCBANK,2015-06-01,262.24,264.0,257.75,259.05
HDFCBANK,2015-06-02,259.6,260.08,251.23,252.2
HDFCBANK,2015-06-03,252.25,254.25,249.5,251.39
HDFCBANK,2015-06-04,252.21,254.46,248.75,253.74
HDFCBANK,2015-06-05,252.56,254.62,250.62,252.94
HDFCBANK,2015-06-08,251.06,253.06,248.89,250.86
HDFCBANK,2015-06-09,251.25,251.5,249.27,250.46
HDFCBANK,2015-06-10,249.5,254.75,249.25,253.9
HDFCBANK,2015-06-11,254.4,254.64,248.68,250.05
HDFCBANK,2015-06-12,250.25,252.71,247.54,252.29
HDFCBANK,2015-06-15,250.5,253.44,250.0,251.3
HDFCBANK,2015-06-16,250.0,252.61,249.26,252.1
HDFCBANK,2015-06-17,252.25,253.38,249.88,251.18
HDFCBANK,2015-06-18,251.48,255.95,250.56,254.9
HDFCBANK,2015-06-19,256.2,258.74,253.29,257.62
HDFCBANK,2015-06-22,258.02,264.23,257.12,261.79
HDFCBANK,2015-06-23,263.0,265.3,260.62,263.02
HDFCBANK,2015-06-24,263.5,264.45,260.67,261.45
HDFCBANK,2015-06-25,262.06,267.71,260.66,266.25
HDFCBANK,2015-06-26,266.75,267.74,262.88,265.71
HDFCBANK,2015-06-29,261.23,265.44,257.62,264.16
HDFCBANK,2015-06-30,263.06,268.0,262.0,266.79
HDFCBANK,2015-07-01,265.34,269.25,265.01,268.09
HDFCBANK,2015-07-02,266.25,266.92,263.91,264.55
HDFCBANK,2015-07-03,263.51,269.04,263.51,268.56
HDFCBANK,2015-07-06,266.01,271.25,265.06,270.88
HDFCBANK,2015-07-07,269.62,272.88,269.62,271.71
HDFCBANK,2015-07-08,269.77,270.15,266.5,267.21
HDFCBANK,2015-07-09,265.67,269.23,265.02,268.51
HDFCBANK,2015-07-10,267.45,273.75,267.12,272.69
HDFCBANK,2015-07-13,271.25,276.48,271.25,274.04
HDFCBANK,2015-07-14,273.88,275.48,271.5,272.96
HDFCBANK,2015-07-15,273.25,275.36,272.7,274.17
HDFCBANK,2015-07-16,274.7,279.75,274.52,278.67
HDFCBANK,2015-07-17,279.85,280.44,276.4,277.64
HDFCBANK,2015-07-20,278.99,279.75,276.75,278.81
HDFCBANK,2015-07-21,279.14,282.0,273.27,274.51
HDFCBANK,2015-07-22,274.1,279.26,272.16,278.6
HDFCBANK,2015-07-23,278.23,279.17,275.02,276.98
HDFCBANK,2015-07-24,275.79,278.75,275.12,276.96
HDFCBANK,2015-07-27,275.98,276.12,267.5,273.96
HDFCBANK,2015-07-28,273.5,278.48,273.11,277.12
HDFCBANK,2015-07-29,276.27,279.48,276.26,277.09
HDFCBANK,2015-07-30,276.75,279.25,275.27,277.64
HDFCBANK,2015-07-31,278.9,280.25,275.75,277.91
HDFCBANK,2015-08-03,278.19,279.38,273.36,273.85
HDFCBANK,2015-08-04,274.52,275.5,270.49,271.61
HDFCBANK,2015-08-05,273.04,274.42,271.3,273.05
HDFCBANK,2015-08-06,272.98,275.34,271.36,273.99
HDFCBANK,2015-08-07,273.49,274.38,272.15,273.16
HDFCBANK,2015-08-10,273.75,276.49,272.0,273.66
HDFCBANK,2015-08-11,273.76,274.71,271.06,273.67
HDFCBANK,2015-08-12,272.1,273.73,266.92,267.61
HDFCBANK,2015-08-13,269.25,270.67,266.65,269.39
HDFCBANK,2015-08-14,270.77,275.91,269.98,275.45
HDFCBANK,2015-08-17,274.76,275.45,268.95,272.88
HDFCBANK,2015-08-18,272.9,274.02,269.61,271.59
HDFCBANK,2015-08-19,271.21,271.75,268.75,270.46
HDFCBANK,2015-08-20,267.0,271.19,267.0,268.67
HDFCBANK,2015-08-21,266.0,268.24,262.75,265.33
HDFCBANK,2015-08-24,261.17,261.17,252.81,254.76
HDFCBANK,2015-08-25,256.17,258.08,251.43,254.61
HDFCBANK,2015-08-26,254.35,257.25,252.25,253.38
HDFCBANK,2015-08-27,256.25,258.61,252.27,255.52
HDFCBANK,2015-08-28,257.76,260.69,254.85,256.99
HDFCBANK,2015-08-31,255.27,258.23,253.89,256.86
HDFCBANK,2015-09-01,255.32,255.32,248.25,250.02
HDFCBANK,2015-09-02,251.27,253.49,246.25,248.79
HDFCBANK,2015-09-03,250.57,253.75,249.75,252.57
HDFCBANK,2015-09-04,250.55,251.5,245.0,249.01
HDFCBANK,2015-09-07,250.25,252.45,245.0,246.11
HDFCBANK,2015-09-08,246.68,252.5,244.25,251.01
HDFCBANK,2015-09-09,253.62,256.25,251.25,254.07
HDFCBANK,2015-09-10,250.75,254.24,249.07,252.75
HDFCBANK,2015-09-11,253.62,255.0,251.7,252.62
HDFCBANK,2015-09-14,252.21,255.57,250.88,254.93
HDFCBANK,2015-09-15,254.49,254.91,252.02,253.29
HDFCBANK,2015-09-16,254.73,257.02,252.89,255.84
HDFCBANK,2015-09-18,258.75,265.5,257.79,262.44
HDFCBANK,2015-09-21,259.49,263.75,259.09,263.24
HDFCBANK,2015-09-22,262.51,265.0,256.33,257.66
HDFCBANK,2015-09-23,254.8,263.36,254.66,262.3
HDFCBANK,2015-09-24,261.75,263.5,259.0,262.85
HDFCBANK,2015-09-28,263.75,265.0,260.77,261.6
HDFCBANK,2015-09-29,258.0,268.48,256.27,266.2
HDFCBANK,2015-09-30,267.0,268.25,265.34,267.2
HDFCBANK,2015-10-01,268.8,269.23,264.84,266.91
HDFCBANK,2015-10-05,269.3,276.2,269.3,274.59
HDFCBANK,2015-10-06,276.75,276.98,270.75,271.49
HDFCBANK,2015-10-07,272.0,274.59,270.84,271.94
HDFCBANK,2015-10-08,272.02,272.67,268.85,270.77
HDFCBANK,2015-10-09,273.75,273.75,270.05,271.54
HDFCBANK,2015-10-12,271.92,273.88,269.45,270.14
HDFCBANK,2015-10-13,268.89,270.54,268.3,269.09
HDFCBANK,2015-10-14,267.2,271.62,266.76,271.19
HDFCBANK,2015-10-15,271.42,274.12,270.25,271.04
HDFCBANK,2015-10-16,272.5,275.38,271.25,275.01
HDFCBANK,2015-10-19,275.0,275.52,273.58,274.45
HDFCBANK,2015-10-20,274.5,275.73,272.8,273.73
HDFCBANK,2015-10-21,274.73,276.0,271.25,273.75
HDFCBANK,2015-10-23,274.86,278.42,274.0,277.12
HDFCBANK,2015-10-26,278.49,278.55,274.25,275.38
HDFCBANK,2015-10-27,273.89,278.5,273.89,277.73
HDFCBANK,2015-10-28,276.26,281.0,276.26,277.88
HDFCBANK,2015-10-29,277.5,278.62,275.0,275.89
HDFCBANK,2015-10-30,275.5,278.0,272.61,274.9
HDFCBANK,2015-11-02,273.76,273.98,269.12,270.77
HDFCBANK,2015-11-03,272.74,273.0,269.8,271.23
HDFCBANK,2015-11-04,272.51,274.52,269.56,270.42
HDFCBANK,2015-11-05,269.62,270.75,267.38,269.96
HDFCBANK,2015-11-06,270.17,272.25,268.81,270.23
HDFCBANK,2015-11-09,264.5,267.41,262.75,266.2
HDFCBANK,2015-11-10,265.01,266.25,263.11,263.65
HDFCBANK,2015-11-13,262.35,263.75,260.25,263.01
HDFCBANK,2015-11-16,262.19,266.25,261.31,265.24
HDFCBANK,2015-11-17,265.83,265.95,262.8,265.2
HDFCBANK,2015-11-18,265.42,266.46,261.58,262.15
HDFCBANK,2015-11-19,263.75,267.74,262.4,267.23
HDFCBANK,2015-11-20,266.23,270.06,265.0,267.71
HDFCBANK,2015-11-23,268.5,268.88,264.76,266.51
HDFCBANK,2015-11-24,266.31,268.38,265.52,266.09
HDFCBANK,2015-11-26,264.75,266.75,262.77,265.99
HDFCBANK,2015-11-27,266.21,270.55,265.24,269.85
HDFCBANK,2015-11-30,269.8,270.25,267.42,269.44
HDFCBANK,2015-12-01,269.26,271.23,268.38,270.75
HDFCBANK,2015-12-02,272.5,273.17,267.96,269.45
HDFCBANK,2015-12-03,268.12,270.25,266.83,269.19
HDFCBANK,2015-12-04,268.4,268.4,264.0,264.73
HDFCBANK,2015-12-07,267.05,267.77,265.27,265.49
HDFCBANK,2015-12-08,265.25,265.48,261.75,262.31
HDFCBANK,2015-12-09,261.77,264.25,261.21,261.86
HDFCBANK,2015-12-10,261.25,265.8,260.58,265.15
HDFCBANK,2015-12-11,265.0,265.15,260.5,261.59
HDFCBANK,2015-12-14,260.25,264.96,260.02,263.76
HDFCBANK,2015-12-15,263.25,265.61,261.33,264.86
HDFCBANK,2015-12-16,265.75,268.34,264.84,266.83
HDFCBANK,2015-12-17,268.48,271.0,266.25,270.06
HDFCBANK,2015-12-18,271.25,271.25,267.12,268.25
HDFCBANK,2015-12-21,267.94,269.98,267.26,268.85
HDFCBANK,2015-12-22,268.62,269.12,266.0,266.61
HDFCBANK,2015-12-23,268.15,269.49,267.29,268.52
HDFCBANK,2015-12-24,269.05,269.1,267.08,268.5
HDFCBANK,2015-12-28,268.5,269.98,266.94,269.31
HDFCBANK,2015-12-29,269.74,269.96,267.83,269.49
HDFCBANK,2015-12-30,270.0,270.49,268.14,268.58
HDFCBANK,2015-12-31,268.75,271.23,268.75,270.54
HDFCBANK,2016-01-01,270.6,272.56,269.04,272.19
HDFCBANK,2016-01-04,271.0,271.0,267.02,267.62
HDFCBANK,2016-01-05,267.55,268.7,265.34,265.6
HDFCBANK,2016-01-06,264.16,269.19,264.16,266.77
HDFCBANK,2016-01-07,265.02,266.23,262.42,264.05
HDFCBANK,2016-01-08,265.49,266.12,264.31,265.59
HDFCBANK,2016-01-11,263.01,265.25,261.33,264.65
HDFCBANK,2016-01-12,265.98,265.98,260.88,261.74
HDFCBANK,2016-01-13,263.0,265.69,259.25,265.04
HDFCBANK,2016-01-14,262.54,264.35,259.88,262.44
HDFCBANK,2016-01-15,262.0,263.86,259.52,260.54
HDFCBANK,2016-01-18,258.91,260.36,255.25,256.46
HDFCBANK,2016-01-19,256.8,259.39,256.58,258.95
HDFCBANK,2016-01-20,256.25,277.0,251.98,254.57
HDFCBANK,2016-01-21,255.25,258.31,253.35,255.75
HDFCBANK,2016-01-22,256.42,261.06,255.51,257.58
HDFCBANK,2016-01-25,259.99,261.67,258.26,260.29
HDFCBANK,2016-01-27,262.11,262.17,258.25,258.91
HDFCBANK,2016-01-28,259.75,261.73,257.5,257.92
HDFCBANK,2016-01-29,258.8,263.74,258.8,262.46
HDFCBANK,2016-02-01,264.5,266.75,263.42,264.94
HDFCBANK,2016-02-02,266.25,266.31,262.55,263.45
HDFCBANK,2016-02-03,261.12,262.85,260.5,260.96
HDFCBANK,2016-02-04,262.0,263.73,261.39,262.3
HDFCBANK,2016-02-05,263.2,265.95,261.4,263.81
HDFCBANK,2016-02-08,263.75,264.5,257.58,258.96
HDFCBANK,2016-02-09,256.67,257.89,255.16,256.51
HDFCBANK,2016-02-10,255.98,257.54,252.52,253.24
HDFCBANK,2016-02-11,252.5,253.25,242.05,243.82
HDFCBANK,2016-02-12,244.75,246.61,241.5,242.85
HDFCBANK,2016-02-15,245.0,247.06,242.77,243.4
HDFCBANK,2016-02-16,245.38,245.5,240.5,243.36
HDFCBANK,2016-02-17,244.23,244.98,239.75,243.73
HDFCBANK,2016-02-18,246.5,247.81,244.25,247.36
HDFCBANK,2016-02-19,247.19,248.15,243.38,247.32
HDFCBANK,2016-02-22,245.75,249.0,245.75,247.19
HDFCBANK,2016-02-23,246.23,246.38,241.5,242.51
HDFCBANK,2016-02-24,240.0,240.73,236.6,237.4
HDFCBANK,2016-02-25,238.5,239.31,234.55,235.66
HDFCBANK,2016-02-26,237.5,242.75,236.25,240.25
HDFCBANK,2016-02-29,240.27,245.65,232.0,242.96
HDFCBANK,2016-03-01,243.74,246.69,242.96,246.04
HDFCBANK,2016-03-02,249.5,252.73,248.75,251.8
HDFCBANK,2016-03-03,252.69,255.0,252.5,253.96
HDFCBANK,2016-03-04,253.86,256.23,248.27,255.14
HDFCBANK,2016-03-08,256.0,256.0,252.38,253.54
HDFCBANK,2016-03-09,253.25,257.48,251.69,256.2
HDFCBANK,2016-03-10,256.2,256.44,252.52,255.31
HDFCBANK,2016-03-11,254.98,257.7,253.25,257.17
HDFCBANK,2016-03-14,257.0,259.49,256.31,256.89
HDFCBANK,2016-03-15,256.98,258.35,255.41,256.67
HDFCBANK,2016-03-16,256.75,258.56,254.74,257.61
HDFCBANK,2016-03-17,258.74,259.75,252.79,254.6
HDFCBANK,2016-03-18,255.74,258.0,253.84,257.1
HDFCBANK,2016-03-21,258.25,261.84,258.06,261.4
HDFCBANK,2016-03-22,261.62,264.15,260.17,263.46
HDFCBANK,2016-03-23,263.26,263.26,260.14,262.34
HDFCBANK,2016-03-28,261.25,263.25,260.41,261.88
HDFCBANK,2016-03-29,261.88,264.88,261.06,263.45
HDFCBANK,2016-03-30,264.5,267.48,263.48,266.24
HDFCBANK,2016-03-31,266.71,269.73,266.26,267.79
HDFCBANK,2016-04-01,267.2,269.1,264.2,266.11
HDFCBANK,2016-04-04,266.3,268.2,266.0,267.26
HDFCBANK,2016-04-05,267.25,269.23,263.91,264.36
HDFCBANK,2016-04-06,265.25,266.74,264.19,265.38
HDFCBANK,2016-04-07,266.0,266.19,261.76,263.88
HDFCBANK,2016-04-08,263.75,265.84,263.56,264.84
HDFCBANK,2016-04-11,265.08,268.52,260.71,267.74
HDFCBANK,2016-04-12,267.4,267.75,264.81,265.75
HDFCBANK,2016-04-13,268.0,271.24,267.38,270.44
HDFCBANK,2016-04-18,270.88,273.0,267.9,271.95
HDFCBANK,2016-04-20,272.98,275.0,270.89,274.46
HDFCBANK,2016-04-21,273.75,276.29,272.25,272.79
HDFCBANK,2016-04-22,272.38,275.21,271.3,273.04
HDFCBANK,2016-04-25,275.0,275.0,271.12,273.31
HDFCBANK,2016-04-26,273.75,278.75,273.12,278.46
HDFCBANK,2016-04-27,277.46,281.25,277.25,281.05
HDFCBANK,2016-04-28,281.05,284.17,277.59,278.49
HDFCBANK,2016-04-29,278.45,284.0,276.55,283.09
HDFCBANK,2016-05-02,281.94,282.5,279.0,279.41
HDFCBANK,2016-05-03,280.48,283.75,278.29,279.5
HDFCBANK,2016-05-04,279.38,283.62,278.56,281.84
HDFCBANK,2016-05-05,282.0,283.69,280.67,283.08
HDFCBANK,2016-05-06,283.0,283.06,279.31,279.91
HDFCBANK,2016-05-09,280.0,286.24,279.75,285.35
HDFCBANK,2016-05-10,285.88,286.88,284.02,286.23
HDFCBANK,2016-05-11,283.67,286.25,282.42,284.7
HDFCBANK,2016-05-12,286.0,288.0,283.12,287.27
HDFCBANK,2016-05-13,287.0,287.0,282.5,285.23
HDFCBANK,2016-05-16,286.25,291.48,283.14,290.7
HDFCBANK,2016-05-17,291.26,292.31,287.83,288.36
HDFCBANK,2016-05-18,287.75,287.75,282.88,285.16
HDFCBANK,2016-05-19,285.02,285.67,283.0,284.83
HDFCBANK,2016-05-20,284.99,287.12,283.4,285.23
HDFCBANK,2016-05-23,285.49,287.49,283.3,284.19
HDFCBANK,2016-05-24,284.6,285.91,283.89,284.99
HDFCBANK,2016-05-25,286.58,293.99,286.58,293.33
HDFCBANK,2016-05-26,294.02,297.23,291.56,295.81
HDFCBANK,2016-05-27,295.81,297.5,294.17,296.7
HDFCBANK,2016-05-30,296.75,298.75,294.52,294.94
HDFCBANK,2016-05-31,296.48,296.48,294.35,295.48
HDFCBANK,2016-06-01,295.74,295.74,292.75,293.79
HDFCBANK,2016-06-02,293.67,295.15,292.75,293.74
HDFCBANK,2016-06-03,295.02,296.25,292.26,292.94
HDFCBANK,2016-06-06,294.0,295.6,292.51,292.77
HDFCBANK,2016-06-07,294.24,295.0,291.91,293.42
HDFCBANK,2016-06-08,293.95,294.5,290.25,290.65
HDFCBANK,2016-06-09,290.62,291.05,288.12,289.85
HDFCBANK,2016-06-10,289.6,293.17,289.05,290.34
HDFCBANK,2016-06-13,288.69,291.24,287.76,288.23
HDFCBANK,2016-06-14,288.75,289.25,286.06,287.96
HDFCBANK,2016-06-15,288.75,292.73,288.3,292.39
HDFCBANK,2016-06-16,291.64,292.21,288.84,290.54
HDFCBANK,2016-06-17,291.75,294.5,291.39,292.5
HDFCBANK,2016-06-20,289.75,294.81,289.7,293.01
HDFCBANK,2016-06-21,293.75,293.86,290.3,291.66
HDFCBANK,2016-06-22,291.5,293.75,291.5,292.88
HDFCBANK,2016-06-23,292.45,297.96,291.88,297.52
HDFCBANK,2016-06-24,289.96,292.98,286.75,290.48
HDFCBANK,2016-06-27,290.5,292.25,288.26,289.99
HDFCBANK,2016-06-28,290.31,293.27,287.5,291.74
HDFCBANK,2016-06-29,291.25,292.38,289.92,292.08
HDFCBANK,2016-06-30,292.75,295.0,290.54,294.11
HDFCBANK,2016-07-01,295.0,296.25,292.95,293.62
HDFCBANK,2016-07-04,294.55,294.88,292.85,293.2
HDFCBANK,2016-07-05,293.2,293.58,290.5,291.4
HDFCBANK,2016-07-07,291.98,297.19,290.23,296.41
HDFCBANK,2016-07-08,296.27,296.4,292.81,293.71
HDFCBANK,2016-07-11,296.5,300.48,295.26,299.94
HDFCBANK,2016-07-12,302.48,302.48,298.89,300.54
HDFCBANK,2016-07-13,299.95,300.49,298.33,299.44
HDFCBANK,2016-07-14,300.25,300.54,298.05,300.09
HDFCBANK,2016-07-15,300.95,306.5,298.77,305.92
HDFCBANK,2016-07-18,306.25,309.62,305.66,306.86
HDFCBANK,2016-07-19,307.25,307.69,303.46,304.59
HDFCBANK,2016-07-20,305.75,309.62,305.44,308.05
HDFCBANK,2016-07-21,307.67,309.98,305.62,307.15
HDFCBANK,2016-07-22,308.34,308.66,305.38,307.7
HDFCBANK,2016-07-25,308.25,312.36,306.75,311.74
HDFCBANK,2016-07-26,310.6,311.41,308.79,309.7
HDFCBANK,2016-07-27,310.25,311.89,307.5,309.24
HDFCBANK,2016-07-28,309.5,312.81,308.89,312.11
HDFCBANK,2016-07-29,312.0,312.5,308.75,311.55
HDFCBANK,2016-08-01,312.25,314.74,306.91,310.58
HDFCBANK,2016-08-02,311.75,314.11,310.1,310.83
HDFCBANK,2016-08-03,310.27,312.49,307.75,310.11
HDFCBANK,2016-08-04,311.65,311.67,308.4,310.25
HDFCBANK,2016-08-05,311.85,313.91,310.44,312.31
HDFCBANK,2016-08-08,313.23,313.75,311.14,312.4
HDFCBANK,2016-08-09,313.23,313.23,309.42,311.8
HDFCBANK,2016-08-10,311.25,312.74,304.94,306.73
HDFCBANK,2016-08-11,306.7,308.75,305.5,307.06
HDFCBANK,2016-08-12,307.76,308.75,304.85,307.17
HDFCBANK,2016-08-16,308.25,309.61,303.45,306.83
HDFCBANK,2016-08-17,308.35,309.38,306.5,308.73
HDFCBANK,2016-08-18,309.5,313.73,308.64,313.12
HDFCBANK,2016-08-19,312.5,312.5,310.36,311.77
HDFCBANK,2016-08-22,311.26,313.61,310.25,312.58
HDFCBANK,2016-08-23,312.75,313.5,311.51,312.86
HDFCBANK,2016-08-24,313.01,316.05,311.76,315.45
